run_id,date,dataset,parameters,mean_val_dice,std_val_dice,hypothesis,notes,interpretation,mean_test_dice,std_test_dice,mean_test_loss,number_of_seeds_evaluated
2026_07_17_04_27_21_1750260,2026-07-17,UwSkinCancer,38389,0.833,0.0081,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.762,0.0185,0.7289,3
2026_07_17_04_29_12_1750262,2026-07-17,Yeaz,38173,0.8766,0.0073,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.9005,0.008,0.3856,3
2026_07_17_04_07_40_1750225,2026-07-17,Chaos,38225,0.7839,0.0152,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.7839,0.0152,0.6255,3
2026_07_17_04_06_39_1750223,2026-07-17,Acdc,38212,0.8284,0.0026,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.8284,0.0026,0.2495,3
2026_07_17_04_08_21_1750226,2026-07-17,MmWhsMr,38264,0.5744,0.0532,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.5744,0.0532,0.8311,3
2026_07_17_04_07_40_1750224,2026-07-17,Btcv,38342,0.6617,0.0133,Depth-wise separable layers (12-24-48-96) does not lose much in Dice.,Depth-wise separable layers (12-24-48-96),,0.6617,0.0133,0.9792,3
2026_07_21_00_30_32_1755787,2026-07-21,EMSegmentation,42253,0.844,0.0334,Depth-wise separable layers (12-24-48-96) + attention gate does not lose much in Dice.,Depth-wise separable layers (12-24-48-96) + attention gate,,0.715,0.0106,0.518,3
2026_07_21_00_30_32_1755788,2026-07-21,FHPsAOP,42279,0.9648,0.0017,Depth-wise separable layers (12-24-48-96) + attention gate does not lose much in Dice.,Depth-wise separable layers (12-24-48-96) + attention gate,,0.9639,0.0014,0.084,3
2026_07_21_00_39_05_1755806,2026-07-21,Wbc,42495,0.9539,0.0042,Depth-wise separable layers (12-24-48-96) + attention gate does not lose much in Dice.,Depth-wise separable layers (12-24-48-96) + attention gate,,0.9527,0.0038,0.2207,3
2026_07_21_00_23_50_1755772,2026-07-21,AbdomenUS,42357,0.619,0.0135,Depth-wise separable layers (12-24-48-96) + attention gate does not lose much in Dice.,Depth-wise separable layers (12-24-48-96) + attention gate,,0.5472,0.0126,1.4641,3
