run_id,date,dataset,parameters,mean_val_dice,std_val_dice,hypothesis,notes,interpretation,architecture_activation,architecture_bottleneck_channels,architecture_dropout_probability,architecture_encoder_channels,architecture_group_norm_num_groups,architecture_input_channels,architecture_kernel_size,architecture_normalization,architecture_skip_connection_mode,architecture_upsampling_mode,architecture_use_attention_gates,architecture_use_depthwise_separable_convolutions,architecture_use_residual_connections,architecture_use_single_convolution_per_block,training_batch_size,training_cyclic_learning_rate_half_cycle_epochs,training_cyclic_learning_rate_maximum,training_cyclic_learning_rate_minimum,training_data_root,training_early_stopping_minimum_improvement_delta,training_early_stopping_patience,training_epochs,training_image_size,training_learning_rate,training_max_samples,training_seed,training_use_color_input,training_use_cyclic_learning_rate,training_weight_decay,training_gradient_clipping_max_norm,training_use_augmentation,training_augmentation_apply_horizontal_flip,training_augmentation_apply_vertical_flip,training_augmentation_rotation_max_angle_degrees,architecture_weight_initialization,architecture_convolutions_per_block
2026_07_19_18_07_52_1753650,2026-07-19,Yeaz,24027,0.8304,0.0193,Depth-wise separable layers (18-36-72) + attention gate does not lose much in Dice.,Depth-wise separable layers (18-36-72) + attention gate,,h_swish,72,0.0,"[18, 36]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Yeaz,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_17_33_35_1753529,2026-07-19,Nuset,31447,0.9504,0.0009,Depth-wise separable layers (18-36-72) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (18-36-72) + triple convolution,,h_swish,72,0.0,"[18, 36]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32,2,0.0001,1e-05,data/Nuset,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,3
2026_07_19_17_58_54_1753636,2026-07-19,M2caiSeg,24693,0.2734,0.0022,Depth-wise separable layers (18-36-72) + attention gate does not lose much in Dice.,Depth-wise separable layers (18-36-72) + attention gate,,h_swish,72,0.0,"[18, 36]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/M2caiSeg,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_17_58_35_1753620,2026-07-19,CellNuclei,24351,0.8899,0.0024,Depth-wise separable layers (18-36-72) + attention gate does not lose much in Dice.,Depth-wise separable layers (18-36-72) + attention gate,,h_swish,72,0.0,"[18, 36]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/CellNuclei,0.001,10,150,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_05_05_1753644,2026-07-19,RoboTool,24351,0.7763,0.0108,Depth-wise separable layers (18-36-72) + attention gate does not lose much in Dice.,Depth-wise separable layers (18-36-72) + attention gate,,h_swish,72,0.0,"[18, 36]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/RoboTool,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_17_58_35_1753619,2026-07-19,Busi,24027,0.5523,0.0271,Depth-wise separable layers (18-36-72) + attention gate does not lose much in Dice.,Depth-wise separable layers (18-36-72) + attention gate,,h_swish,72,0.0,"[18, 36]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Busi,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_07_52_1753649,2026-07-19,Wbc,24389,0.9494,0.0042,Depth-wise separable layers (18-36-72) + attention gate does not lose much in Dice.,Depth-wise separable layers (18-36-72) + attention gate,,h_swish,72,0.0,"[18, 36]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Wbc,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_17_58_45_1753625,2026-07-19,CystoFluid,24351,0.7662,0.0501,Depth-wise separable layers (18-36-72) + attention gate does not lose much in Dice.,Depth-wise separable layers (18-36-72) + attention gate,,h_swish,72,0.0,"[18, 36]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/CystoFluid,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_12_23_1753656,2026-07-19,Bbbc010,19569,0.9101,0.0033,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Bbbc010,0.001,10,150,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_15_43_1753662,2026-07-19,Chuac,19569,0.2387,0.0704,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Chuac,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_15_24_1753661,2026-07-19,ChaseDB1,19857,0.6049,0.0508,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/ChaseDB1,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_17_58_48_1753613,2026-07-19,Chaos,24103,0.6466,0.085,Depth-wise separable layers (18-36-72) + attention gate does not lose much in Dice.,Depth-wise separable layers (18-36-72) + attention gate,,h_swish,72,0.0,"[18, 36]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Chaos,0.001,10,150,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_17_58_43_1753635,2026-07-19,Kvasir,24351,0.6213,0.0297,Depth-wise separable layers (18-36-72) + attention gate does not lose much in Dice.,Depth-wise separable layers (18-36-72) + attention gate,,h_swish,72,0.0,"[18, 36]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Kvasir,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_17_58_45_1753626,2026-07-19,Dca1,24027,0.7268,0.0081,Depth-wise separable layers (18-36-72) + attention gate does not lose much in Dice.,Depth-wise separable layers (18-36-72) + attention gate,,h_swish,72,0.0,"[18, 36]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Dca1,0.001,10,150,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_12_23_1753655,2026-07-19,AbdomenUS,19705,0.5936,0.0575,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/AbdomenUS,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_17_54_1753667,2026-07-19,Deepbacs,19569,0.842,0.0369,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Deepbacs,0.001,10,150,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_18_54_1753668,2026-07-19,Drive,19857,0.7779,0.0214,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Drive,0.001,10,150,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_17_44_1753666,2026-07-19,Dca1,19569,0.7245,0.0074,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Dca1,0.001,10,150,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_10_24_1753653,2026-07-19,Chaos,19637,0.5533,0.0324,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Chaos,0.001,10,150,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_21_56_1753672,2026-07-19,Idrib,19857,0.8671,0.0262,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Idrib,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_17_33_12_1753518,2026-07-19,DynamicNuclear,31447,0.9389,0.0014,Depth-wise separable layers (18-36-72) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (18-36-72) + triple convolution,,h_swish,72,0.0,"[18, 36]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32,2,0.0001,1e-05,data/DynamicNuclear,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,3
2026_07_19_17_58_48_1753634,2026-07-19,Isic2018,24351,0.8624,0.0072,Depth-wise separable layers (18-36-72) + attention gate does not lose much in Dice.,Depth-wise separable layers (18-36-72) + attention gate,,h_swish,72,0.0,"[18, 36]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Isic2018,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_02_36_1753642,2026-07-19,PolypGen,24351,0.4586,0.0087,Depth-wise separable layers (18-36-72) + attention gate does not lose much in Dice.,Depth-wise separable layers (18-36-72) + attention gate,,h_swish,72,0.0,"[18, 36]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/PolypGen,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_17_33_46_1753520,2026-07-19,FHPsAOP,31485,0.9579,0.0009,Depth-wise separable layers (18-36-72) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (18-36-72) + triple convolution,,h_swish,72,0.0,"[18, 36]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32,2,0.0001,1e-05,data/FHPsAOP,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,3
2026_07_19_18_14_54_1753660,2026-07-19,CellNuclei,19857,0.8891,0.0021,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/CellNuclei,0.001,10,150,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_28_00_1753679,2026-07-19,Nuclei,19857,0.1118,0.063,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Nuclei,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_25_45_1753677,2026-07-19,Monusac,19942,0.3728,0.1113,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Monusac,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_17_23_1753665,2026-07-19,CystoFluid,19857,0.7865,0.0529,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/CystoFluid,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_14_43_1753659,2026-07-19,Busi,19569,0.5713,0.0419,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Busi,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_28_44_1753681,2026-07-19,Pandental,19569,0.9209,0.0052,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Pandental,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_31_44_1753685,2026-07-19,TnbcNuclei,19857,0.7448,0.0101,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/TnbcNuclei,0.001,10,150,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_17_58_34_1753618,2026-07-19,BriFiSeg,24027,0.8053,0.0035,Depth-wise separable layers (18-36-72) + attention gate does not lose much in Dice.,Depth-wise separable layers (18-36-72) + attention gate,,h_swish,72,0.0,"[18, 36]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/BriFiSeg,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_22_25_1753673,2026-07-19,Isic2016,19857,0.8911,0.0025,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Isic2016,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_23_55_1753675,2026-07-19,Kvasir,19857,0.5939,0.0213,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Kvasir,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_24_26_1753676,2026-07-19,M2caiSeg,20163,0.2594,0.0046,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/M2caiSeg,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_17_33_32_1753503,2026-07-19,MmWhsMr,31580,0.4996,0.0352,Depth-wise separable layers (18-36-72) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (18-36-72) + triple convolution,,h_swish,72,0.0,"[18, 36]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32,2,0.0001,1e-05,data/MmWhsMr,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,3
2026_07_19_18_31_34_1753684,2026-07-19,RoboTool,19857,0.7769,0.0083,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/RoboTool,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_03_35_1753643,2026-07-19,Promise12,24027,0.7913,0.0131,Depth-wise separable layers (18-36-72) + attention gate does not lose much in Dice.,Depth-wise separable layers (18-36-72) + attention gate,,h_swish,72,0.0,"[18, 36]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Promise12,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_35_44_1753688,2026-07-19,UwSkinCancer,19857,0.8189,0.0102,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/UwSkinCancer,0.001,10,150,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_37_02_1753690,2026-07-19,Yeaz,19569,0.8401,0.0214,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Yeaz,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_17_58_34_1753624,2026-07-19,CovidQUEx,24027,0.707,0.0064,Depth-wise separable layers (18-36-72) + attention gate does not lose much in Dice.,Depth-wise separable layers (18-36-72) + attention gate,,h_swish,72,0.0,"[18, 36]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/CovidQUEx,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_35_44_1753689,2026-07-19,Wbc,19891,0.9511,0.0017,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Wbc,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_17_33_42_1753536,2026-07-19,USforKidney,31447,0.9524,0.0029,Depth-wise separable layers (18-36-72) + triple convolution per block does not lose much in Dice.,Depth-wise separable layers (18-36-72) + triple convolution,,h_swish,72,0.0,"[18, 36]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32,2,0.0001,1e-05,data/USforKidney,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,3
2026_07_19_18_12_27_1753657,2026-07-19,BkaiIgh,19891,0.6314,0.0581,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/BkaiIgh,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_41_32_1753697,2026-07-19,Bbbc010,27665,0.9116,0.0047,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,h_swish,64,0.0,"[16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Bbbc010,0.001,10,150,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,3
2026_07_19_17_58_48_1753611,2026-07-19,Acdc,24084,0.7897,0.0045,Depth-wise separable layers (18-36-72) + attention gate does not lose much in Dice.,Depth-wise separable layers (18-36-72) + attention gate,,h_swish,72,0.0,"[18, 36]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Acdc,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_14_22_1753658,2026-07-19,BriFiSeg,19569,0.8011,0.0102,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/BriFiSeg,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_17_58_53_1753630,2026-07-19,EMSegmentation,24027,0.7577,0.0336,Depth-wise separable layers (18-36-72) + attention gate does not lose much in Dice.,Depth-wise separable layers (18-36-72) + attention gate,,h_swish,72,0.0,"[18, 36]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/EMSegmentation,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_47_21_1753703,2026-07-19,Chuac,27665,0.1806,0.1075,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,h_swish,64,0.0,"[16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Chuac,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,3
2026_07_19_18_46_52_1753702,2026-07-19,ChaseDB1,27953,0.6213,0.0195,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,h_swish,64,0.0,"[16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/ChaseDB1,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,3
2026_07_19_18_29_30_1753682,2026-07-19,PolypGen,19857,0.4361,0.0047,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/PolypGen,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_01_34_1753640,2026-07-19,Nuset,24027,0.9482,0.0002,Depth-wise separable layers (18-36-72) + attention gate does not lose much in Dice.,Depth-wise separable layers (18-36-72) + attention gate,,h_swish,72,0.0,"[18, 36]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Nuset,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_23_44_1753674,2026-07-19,Isic2018,19857,0.858,0.0042,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Isic2018,0.001,10,100,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_16_40_06_1753460,2026-07-19,Covid19Radio,36601,0.9762,0.0005,Depth-wise separable layers (24-48-96) does not lose much in Dice.,Depth-wise separable layers (24-48-96),,h_swish,96,0.0,"[24, 48]",8,1,3,instance_norm,concat,nearest_neighbor,False,True,False,False,32,2,0.0001,1e-05,data/Covid19Radio,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_07_52_1753651,2026-07-19,Acdc,19620,0.7848,0.0114,Depth-wise separable layers (16-32-64) + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + attention gate,,h_swish,64,0.0,"[16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Acdc,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_40_43_1753696,2026-07-19,AbdomenUS,27801,0.5776,0.0152,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,h_swish,64,0.0,"[16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/AbdomenUS,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,3
2026_07_19_18_50_21_1753708,2026-07-19,Deepbacs,27665,0.713,0.2661,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,h_swish,64,0.0,"[16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Deepbacs,0.001,10,150,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,3
2026_07_19_18_50_44_1753709,2026-07-19,Drive,27953,0.7798,0.0033,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,h_swish,64,0.0,"[16, 32]",8,3,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Drive,0.001,10,150,256,0.001,,44,True,False,0.0001,,False,True,True,15,kaiming_normal,3
2026_07_19_18_00_39_1753638,2026-07-19,MosMedPlus,24027,0.7513,0.0037,Depth-wise separable layers (18-36-72) + attention gate does not lose much in Dice.,Depth-wise separable layers (18-36-72) + attention gate,,h_swish,72,0.0,"[18, 36]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/MosMedPlus,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
2026_07_19_18_49_21_1753707,2026-07-19,Dca1,27665,0.7238,0.0042,Depth-wise separable layers (16-32-64) + triple convolution per block + attention gate does not lose much in Dice.,Depth-wise separable layers (16-32-64) + triple convolution + attention gate,,h_swish,64,0.0,"[16, 32]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/Dca1,0.001,10,150,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,3
2026_07_19_17_58_44_1753614,2026-07-19,MmWhsMr,24160,0.4629,0.0136,Depth-wise separable layers (18-36-72) + attention gate does not lose much in Dice.,Depth-wise separable layers (18-36-72) + attention gate,,h_swish,72,0.0,"[18, 36]",8,1,3,instance_norm,concat,nearest_neighbor,True,True,False,False,32,2,0.0001,1e-05,data/MmWhsMr,0.001,10,100,256,0.001,,44,False,False,0.0001,,False,True,True,15,kaiming_normal,
